date,Amazon.com Inc.,Baidu Inc.,Apple Inc.,Alibaba Group Holding Limited,Facebook Inc.,Twitter Inc.
2015-01-30,354.5,217.9,108.4,89.1,75.9,37.5
2015-01-29,311.8,220.4,110.0,89.8,78.0,36.7
2015-01-28,303.9,220.3,106.7,98.4,76.2,37.2
2015-01-27,306.8,227.5,101.0,102.9,75.8,38.9
2015-01-26,309.7,229.5,104.6,104.0,77.5,40.1
2015-01-23,312.4,233.3,104.5,103.1,77.8,39.4
2015-01-22,310.3,229.9,104.0,104.0,77.6,39.1
2015-01-21,297.2,228.3,101.3,103.3,76.7,37.8
2015-01-20,289.4,220.4,100.6,100.0,76.2,37.6
2015-01-16,290.7,220.2,98.0,96.9,75.2,37.3
2015-01-15,287.0,216.0,98.8,96.3,74.0,36.9
2015-01-14,293.3,216.8,101.6,99.6,76.3,39.8
2015-01-13,294.7,219.6,102.0,100.8,76.4,39.6
2015-01-12,291.4,220.9,101.1,101.6,76.7,39.4
2015-01-09,296.9,226.9,103.6,103.0,77.7,40.2
2015-01-08,300.5,229.2,103.5,105.0,78.2,39.1
2015-01-07,298.4,224.4,99.7,102.1,76.2,37.3
2015-01-06,295.3,220.2,98.3,103.3,76.2,38.8
2015-01-05,302.2,219.8,98.3,101.0,77.2,36.4
2015-01-02,308.5,223.1,101.1,103.6,78.4,36.6
2014-12-31,310.4,228.0,102.1,103.9,78.0,35.9
2014-12-30,310.3,230.0,104.1,105.8,79.2,35.9
2014-12-29,312.0,230.2,105.4,106.0,80.0,36.4
2014-12-26,309.1,234.9,105.4,106.0,80.8,37.6
2014-12-24,303.0,231.0,103.6,106.0,80.8,37.6
2014-12-23,306.3,233.2,104.1,105.5,80.6,37.6
2014-12-22,306.5,234.6,104.5,108.8,81.4,38.4
2014-12-19,299.9,234.2,103.4,110.6,79.9,37.1
2014-12-18,297.7,231.9,104.2,109.2,78.4,36.7
2014-12-17,298.9,223.8,101.2,109.0,76.1,35.6
2014-12-16,295.1,220.0,98.7,105.8,74.7,35.1
2014-12-15,306.1,225.8,100.1,104.7,77.0,36.8
2014-12-12,307.3,229.3,101.5,105.1,77.8,37.1
2014-12-11,307.4,229.2,103.3,105.0,77.7,36.7
2014-12-10,305.8,225.1,103.6,103.9,76.2,36.4
2014-12-09,312.5,229.9,105.6,107.5,76.8,37.0
2014-12-08,306.6,227.7,104.0,105.1,76.5,36.3
2014-12-05,312.6,232.7,106.4,107.9,76.4,38.5
2014-12-04,316.9,230.8,106.8,109.2,75.2,38.8
2014-12-03,316.5,231.3,107.2,110.6,74.9,39.1
2014-12-02,326.3,234.7,106.0,109.9,75.5,38.9
2014-12-01,326.0,236.6,106.4,106.0,75.1,39.0
2014-11-28,338.6,245.1,110.0,111.6,77.7,41.7
2014-11-26,333.6,246.0,110.1,112.7,77.6,41.1
2014-11-25,335.0,244.3,108.8,113.5,75.6,39.8
2014-11-24,335.6,243.9,109.7,113.9,74.0,40.2
2014-11-21,332.6,245.3,107.7,110.7,73.8,40.0
2014-11-20,330.5,238.4,107.6,109.8,73.6,39.8
2014-11-19,326.5,240.4,106.1,108.8,73.3,39.7
2014-11-18,324.9,242.8,106.8,110.8,74.3,40.6
2014-11-17,323.0,244.2,105.4,114.2,74.2,40.5
2014-11-14,327.8,249.7,105.6,115.1,74.9,41.8
2014-11-13,316.5,244.1,104.4,114.8,74.2,40.0
2014-11-12,311.5,249.8,102.9,118.2,74.7,42.5
2014-11-11,312.0,250.3,101.5,114.5,74.6,39.6
2014-11-10,305.1,247.6,100.7,119.2,75.0,39.6
2014-11-07,299.9,236.5,100.8,114.6,75.6,40.3
2014-11-06,296.6,236.9,100.6,111.6,75.3,40.8
2014-11-05,296.5,237.7,100.3,108.7,74.8,40.4
2014-11-04,302.8,242.0,100.0,106.1,75.8,40.9
2014-11-03,305.7,236.5,100.8,101.8,73.9,40.2
2014-10-31,305.5,238.8,99.5,98.6,75.0,41.5
2014-10-30,299.1,237.0,98.5,98.7,74.1,41.8
2014-10-29,294.1,224.6,98.9,98.3,75.9,42.1
2014-10-28,295.6,229.0,98.3,99.7,80.8,43.8
2014-10-27,290.0,219.9,96.8,97.8,80.3,48.6
2014-10-24,287.1,222.6,96.9,95.8,80.7,50.0
2014-10-23,313.2,217.0,96.6,94.4,80.0,49.7
2014-10-22,313.0,219.3,94.9,91.6,78.4,49.1
2014-10-21,315.3,222.4,94.4,90.9,78.7,50.6
2014-10-20,306.2,216.6,91.9,88.3,77.0,50.7
2014-10-17,303.6,211.7,90.0,87.9,76.0,48.8
2014-10-16,302.9,211.2,88.7,88.8,72.6,48.2
2014-10-15,306.0,205.7,89.8,85.6,73.2,50.0
2014-10-14,308.3,199.1,91.0,85.0,73.6,48.6
2014-10-13,306.4,199.7,91.9,85.1,73.0,48.5
2014-10-10,311.4,203.4,92.8,85.9,72.9,50.4
2014-10-09,315.4,213.0,93.0,88.8,75.9,55.3
2014-10-08,322.7,217.5,92.8,88.3,77.5,55.4
2014-10-07,317.0,215.6,91.0,87.7,76.3,53.5
2014-10-06,322.2,217.2,91.8,88.3,77.6,53.5
2014-10-03,322.7,216.4,91.8,88.1,77.4,53.9
2014-10-02,318.4,214.8,92.0,87.1,77.1,51.8
2014-10-01,317.5,212.0,91.4,86.1,76.6,50.1
2014-09-30,322.4,218.2,92.8,88.8,79.0,51.6
2014-09-29,321.8,220.5,92.2,88.8,79.0,51.7
2014-09-26,323.2,219.0,92.8,90.5,78.8,51.9
2014-09-25,321.9,217.6,90.1,88.9,77.2,51.4
2014-09-24,328.2,222.0,93.7,90.6,78.5,53.0
2014-09-23,323.6,214.8,94.5,87.2,78.3,52.2
2014-09-22,324.5,214.9,93.1,89.9,76.8,51.9
2014-09-19,331.3,224.9,93.0,93.9,77.9,53.0
2014-09-18,325.0,228.4,93.8,,77.0,50.9
2014-09-17,324.0,219.1,93.6,,76.4,50.7
2014-09-16,327.8,215.6,92.9,,76.1,50.8
2014-09-15,323.9,210.7,93.6,,74.6,49.4
2014-09-12,331.2,218.0,93.6,,77.5,52.1
2014-09-11,330.5,220.0,93.4,,77.9,52.6
2014-09-10,331.3,220.7,93.0,,77.4,52.9
2014-09-09,329.8,221.2,90.3,,76.7,50.6
2014-09-08,342.3,225.5,90.6,,77.9,52.0
2014-09-05,346.4,226.7,91.2,,77.3,50.7
2014-09-04,346.0,224.2,90.4,,76.0,50.2
2014-09-03,339.0,227.4,91.1,,75.8,49.3
2014-09-02,342.4,224.8,95.1,,76.7,51.0
2014-08-29,339.0,214.5,94.4,,74.8,49.8
2014-08-28,340.0,213.8,94.2,,73.9,49.4
2014-08-27,343.2,215.5,94.1,,74.6,48.1
2014-08-26,341.8,216.1,92.9,,76.0,48.2
2014-08-25,334.0,216.8,93.5,,75.0,46.1
2014-08-22,331.6,214.2,93.3,,74.6,46.0
2014-08-21,332.9,216.8,92.6,,74.6,45.1
2014-08-20,335.8,219.0,92.6,,74.8,45.1
2014-08-19,335.1,218.2,92.6,,75.3,45.1
2014-08-18,334.5,219.2,91.3,,74.6,45.1
2014-08-15,333.6,218.8,90.2,,73.6,44.8
2014-08-14,333.2,219.6,89.8,,74.3,45.3
2014-08-13,326.3,218.6,89.6,,73.8,44.2
2014-08-12,319.3,216.2,88.4,,72.8,43.8
2014-08-11,318.3,218.0,88.4,,73.4,43.3
2014-08-08,316.8,215.1,87.3,,73.1,43.1
2014-08-07,311.4,213.5,87.0,,73.2,43.0
2014-08-06,313.9,215.1,87.0,,72.5,43.5
2014-08-05,312.3,215.6,87.2,,72.7,43.8
2014-08-04,313.6,218.9,87.6,,73.5,43.5
2014-08-01,307.1,212.4,88.1,,72.4,44.1
2014-07-31,313.0,216.0,87.6,,72.6,45.2
2014-07-30,322.5,219.1,90.0,,74.7,46.3
2014-07-29,320.0,220.0,90.2,,73.7,38.6
2014-07-28,320.4,225.8,90.8,,74.9,37.9
2014-07-25,324.0,226.5,89.5,,75.2,38.2
2014-07-24,358.6,204.3,88.9,,75.0,38.7
2014-07-23,358.1,200.1,89.1,,71.3,37.8
2014-07-22,360.8,198.4,86.8,,69.3,37.6
2014-07-21,359.8,197.7,86.1,,69.4,38.0
2014-07-18,358.7,191.2,86.5,,68.4,37.0
2014-07-17,352.5,186.9,85.3,,66.4,36.9
2014-07-16,355.9,189.4,86.9,,67.7,37.4
2014-07-15,354.4,189.9,87.4,,67.2,37.9
2014-07-14,355.3,188.5,88.4,,67.9,38.3
2014-07-11,346.2,186.1,87.3,,66.3,38.3
2014-07-10,327.9,183.3,87.1,,64.9,37.8
2014-07-09,330.0,184.9,87.4,,65.0,38.1
2014-07-08,323.8,182.3,87.4,,62.8,37.4
2014-07-07,333.6,188.0,88.0,,65.3,40.2
2014-07-03,337.5,191.2,86.2,,66.3,41.3
2014-07-02,332.8,190.0,85.7,,66.4,41.8
2014-07-01,332.4,191.3,85.7,,68.1,42.0
2014-06-30,324.8,186.8,85.2,,67.3,41.0
2014-06-27,324.6,185.0,84.3,,67.6,40.9
2014-06-26,325.7,183.7,83.3,,67.1,41.4
2014-06-25,327.4,184.5,82.8,,67.4,39.5
2014-06-24,324.2,181.2,82.7,,65.7,38.5
2014-06-23,327.2,177.5,83.2,,65.4,39.5
2014-06-20,324.2,174.5,83.3,,64.5,39.2
2014-06-19,327.0,174.4,84.2,,64.3,38.9
2014-06-18,334.4,176.7,84.5,,65.6,38.7
2014-06-17,325.6,178.2,84.4,,64.4,38.0
2014-06-16,327.6,176.9,84.5,,64.2,38.0
2014-06-13,326.3,178.0,83.7,,64.5,36.9
